outer_cv,model,R2_mean,R2_std,RMSE_mean,RMSE_std,MAE_mean,MAE_std,SpearmanR_mean,SpearmanR_std,fit_seconds_mean,fold_seconds_mean
leave_one_day_out,RandomForest,-1.5923772081613572,2.709948227459456,4.798756040314621,2.0313686693151967,3.9119176028126015,1.6832221007523158,0.28956701850934125,0.4794215077319506,35.360420233317804,35.49268683331967
leave_one_day_out,GPR,-1.9779404347755292,3.2872440512193064,5.087024927432061,2.3400195074392713,4.115552876442881,1.8703818075933536,0.24196174945106477,0.33354620407659047,0.036820888900870666,0.043322622219824955
leave_one_day_out,HistGB,-2.4488437449135625,3.9598037370964825,5.306542570891871,1.9016721038100979,4.391744768842017,1.5747156870148515,-0.025579964786820255,0.48191701858248237,3.5509494888893745,3.558671277773101
leave_one_day_out,SVR_RBF,-2.4294022990557593,4.770205921876053,5.339526111891236,2.5133910924772507,4.241015178726531,1.964853772265641,0.1630119856586421,0.417257765850348,0.38908280000840834,0.3947329222250523
leave_one_day_out,ElasticNet,-3.150050402119648,5.712252552948204,5.435496123511651,2.1840291734469393,4.5311344995693625,1.756132970794248,0.10931477610679328,0.5542324414249198,3.2294297666780443,3.234909233326713
leave_one_day_out,Ridge,-3.1954875943349883,5.917660822161985,5.446135218979119,2.202055021799044,4.53395274145942,1.7742671763275795,0.12879764648807165,0.5246742342962745,1.023359188887601,1.0298471777868043
leave_one_day_out,PLSR,-4.177295303837922,7.7735167185328296,5.885706285842207,2.404868067973683,4.932232294718736,1.9167477684360896,0.10310821740401527,0.5721746826049865,0.214697477776402,0.22001938888570294
