Dayn;SiteTerm;ka010;eps010;HeSpec;GWL;NDVI;rb;pd;Po;alfa;teta1;teta2;MEAN_B02;MEAN_B03;MEAN_B04;MEAN_B05;MEAN_B06;MEAN_B07;MEAN_B08;MEAN_B8A;MEAN_B11;MEAN_B12;NDWI;NDMI;VDSI;NDVIsat;TCwet;NMDI;STR;NDRE;NSMI;AVI;BSI;SI;NPCRI;NDWIsent;GCC;ARI;ARI2;EVI;EVI2;MSI;MCARI;NDII;ChRE;CCCI;NDVI_GR;PSRI;SAVI;MSAVI2;SR;BAI;CIg;CIre;CM;EVI3;FMR;GNDVI;IrOxR;MTVI2;MCARI2;NBRI;NDBI;NDSI;NDVIre;RTVICore;SRre;VARI;EVSI;WCI;ChlAP8;ChlAP1;NDCI;3BI;Idrozd;OPTRAMexp;FAI;SABI;IGAG;VBFAH;SA;SEI ;MAI;SUI;SS;GLI;OSAVI;NSDSI1;NSDSI2;NSDSI3;GVMI;SMI;SMDI;WI;MNDWI;NDWI2;AWEI1;AWEI2;AWEI3;MLSWI;SWM;SWCI;ANDWI;AWEInsh;AWEIsh;LSWI;MLSWI26;MLSWI27;MuWIR;NDPonI;NDTI;NDVI_MNDWI;NWI;OSI;PI;RNDVI;S2WI;TWI;WI1;WI2;WI2015;WRI;OPTRAMlin
192;LMUA_4;12.99;0.0108;11;81.2;0.49;0.6599;2.0139;0.6723;0.3621;0.3299;0.3344;0.06806125;0.093996429;0.09347625;0.163444464;0.338252679;0.394596429;0.373670179;0.426331429;0.293598036;0.177473036;-0.598019499;0.119999936;0.250951786;0.599798931;0.0594668;0.571855014;1.906065911;0.391398218;0.246512696;0.227869281;-0.06594687;0.914742426;0.157331889;0.119999936;0.367843241;4.520415941;1.783739986;0.491889904;0.458349225;0.785714388;0.098054189;0.119999936;0.414206649;0.652549043;0.331818355;0.155496242;0.434568004;0.813953892;3.997487903;10.15934524;2.975365705;1.286221073;1.654324752;0.491889904;0.785714388;0.598019499;1.373413653;0.2998848;0.2998848;0.119999936;-0.119999936;-0.514975382;0.391398218;18.22583393;2.286221073;0.004356187;-0.517011316;74.78733265;1.169549501;-0.05242;0.272333877;1.549068194;0.467246033;0.26934382;0.317677057;1.728976566;4.248165186;0.279993337;1.583016546;0.119999936;0.105315379;0.167763593;665.0437065;0.075688296;0.518260078;0.395523763;0.654324752;0.246512696;0.125208304;-0.599798931;-0.119999936;0.251549184;-0.514975382;-0.517011316;-1.234718571;-1.379874821;-0.742218259;0.558416509;0.242867373;0.242867373;-0.535509055;-0.403773125;-0.742218259;0.119999936;0.361693347;0.558416509;-0.65591489;0.514975382;-0.00277469;1.114774313;-0.850874094;2.754470107;0.799899466;-0.599798931;-0.041149461;-2.404937726;-0.307499068;-0.445606956;-33.89519161;0.280955506;0.222228847
237;LMUA_5;15.29;0.0202;0.5;66;0.79;0.6599;2.0139;0.6723;0.3844;0.3614;0.3723;0.048165714;0.074198036;0.068761607;0.115220714;0.235843571;0.287346429;0.301362143;0.328187679;0.259210179;0.155146071;-0.604867396;0.075194516;0.231640357;0.628439909;0.04445441;0.518502361;2.300342361;0.446829305;0.251146464;0.179829703;-0.031817096;0.936224722;0.176142689;0.075194516;0.388216597;4.798450763;1.378817689;0.429885487;0.407438588;0.860128535;0.064101455;0.075194516;0.400981891;0.711013573;0.356504014;0.178751651;0.400978371;0.721568152;4.382709413;16.88290255;3.061591927;1.615520523;1.670749225;0.429885487;0.860128535;0.604867396;1.427604846;0.267691586;0.267691586;0.075194516;-0.075194516;-0.554911772;0.446829305;16.34250179;2.615520523;0.057349966;-0.580685839;7.182745369;0.903468617;-0.037081875;0.252519409;1.382987708;0.467336649;0.336129719;0.268271855;1.900894143;4.616315201;0.230504135;1.31412732;0.075194516;0.08160365;0.239817188;665.044492;0.11860526;0.508969125;0.40146613;0.670749225;0.251146464;-0.015084166;-0.628439909;-0.075194516;0.24620888;-0.554911772;-0.580685839;-1.11196067;-1.242040804;-0.645984196;0.636568302;0.21828361;0.21828361;-0.578482275;-0.388737411;-0.645984196;0.075194516;0.458765548;0.636568302;-0.509750544;0.554911772;-0.038027715;1.18335168;-0.873892613;2.968078954;0.814219954;-0.628439909;-0.147671087;-2.071220009;-0.352954505;-0.526188665;-29.16063018;0.255024441;0.295517167
242;LMUA_6;13.34;0.0136;1.7;68;0.78;0.6599;2.0139;0.6723;0.3655;0.335;0.3405;0.059050893;0.075195714;0.078749821;0.115758929;0.206888036;0.247937321;0.2591275;0.277916786;0.257373393;0.176761607;-0.550161574;0.003396136;0.218021429;0.533855536;0.049568961;0.550318763;1.917049359;0.382432013;0.185683683;0.169518873;0.027425917;0.92896179;0.142952297;0.003396136;0.353037442;4.659987742;1.155384879;0.349909633;0.323577074;0.993230718;0.042476588;0.003396136;0.466887873;0.716358616;0.25463285;0.170172002;0.322919013;0.627960214;3.290515398;24.93558431;2.446040808;1.238509834;1.456048047;0.349909633;0.993230718;0.550161574;1.333592392;0.195064799;0.195064799;0.003396136;-0.003396136;-0.54778894;0.382432013;12.49753929;2.238509834;-0.037453191;-0.531422894;6.81387228;0.694953706;-0.02706;0.190269626;0.839923839;0.416028788;0.335208066;0.213834157;1.343629328;3.59086505;0.181748217;1.01908293;0.003396136;0.082499487;0.109916504;665.0458224;0.043688611;0.42026037;0.313209477;0.456048047;0.185683683;-0.135852639;-0.533855536;-0.003396136;0.29018809;-0.54778894;-0.531422894;-1.178822277;-1.279587009;-0.571901562;0.614744906;0.259915537;0.259915537;-0.529943547;-0.30739817;-0.571901562;0.003396136;0.484348707;0.614744906;-0.877699595;0.54778894;0.023086783;1.081644476;-0.843015176;2.606997596;0.766927768;-0.533855536;-0.208541525;-1.558854618;-0.403107527;-0.4991708;-27.45568518;0.298054733;0.277912029
247;LMUA_7;8.29;0.0087;4.1;67.6;0.68;0.6599;2.0139;0.6723;0.3165;0.2469;0.2297;0.037535714;0.062105536;0.059515179;0.099196071;0.214523214;0.25966;0.285017679;0.292814464;0.238403036;0.14140375;-0.642170082;0.089057696;0.222846786;0.654516675;0.037432589;0.502330096;2.606675992;0.483641221;0.255391134;0.165668921;-0.039703958;0.946884038;0.226473592;0.089057696;0.390216947;6.020579855;1.563303765;0.414346629;0.402523447;0.836449995;0.053773536;0.089057696;0.38202292;0.7389288;0.401823751;0.221575955;0.400521717;0.707079379;4.788991404;19.13070957;3.589247565;1.873275871;1.685973927;0.414346629;0.836449995;0.642170082;1.58556137;0.261236865;0.261236865;0.089057696;-0.089057696;-0.586663799;0.483641221;16.35303929;2.873275871;0.030806412;-0.600459618;14.22766441;0.810381021;-0.037823125;0.250019409;1.441894607;0.460954217;0.379734783;0.25900848;2.263144029;5.000393996;0.224503604;1.274025424;0.089057696;0.071530792;0.254052002;665.0352469;0.122751231;0.51846554;0.406871017;0.685973927;0.255391134;-0.027725184;-0.654516675;-0.089057696;0.217900644;-0.586663799;-0.600459618;-1.044055625;-1.165304732;-0.627682455;0.669766348;0.190365508;0.190365508;-0.613689031;-0.387584107;-0.627682455;0.089057696;0.499881063;0.669766348;-0.490653113;0.586663799;-0.021298651;1.241180473;-0.893115483;3.240133206;0.827258337;-0.654516675;-0.175426891;-2.223022723;-0.389654035;-0.580464662;-28.20004821;0.232357473;0.347391222
292;LMUA_8;27.82;0.0527;6.2;45.2;0.55;0.6599;2.0139;0.6723;0.506;0.4903;0.5118;0.034288036;0.056628214;0.052991964;0.091332857;0.183071964;0.222808929;0.242649107;0.250952679;0.223172321;0.146557857;-0.621566953;0.0418117;0.207588214;0.641511485;0.033722876;0.532221311;2.484900862;0.45306713;0.207217232;0.143496186;-0.001397315;0.951980501;0.21429799;0.0418117;0.393502307;6.71007955;1.495065635;0.363762528;0.351314228;0.919732712;0.054118553;0.0418117;0.409915607;0.706249444;0.377634196;0.204788607;0.357555341;0.639876495;4.578979293;28.1132218;3.284950712;1.656755901;1.522759174;0.363762528;0.919732712;0.621566953;1.545494315;0.224881775;0.224881775;0.0418117;-0.0418117;-0.595224404;0.45306713;13.27141607;2.656755901;0.048269568;-0.616228694;9.215611649;0.692300665;-0.026699107;0.265656957;1.450263783;0.472593543;0.365836613;0.221532194;2.086064294;4.801004825;0.188254929;1.071509282;0.0418117;0.063526875;0.262388764;665.0314973;0.129534712;0.482841209;0.34329734;0.522759174;0.207217232;-0.123861791;-0.641511485;-0.0418117;0.233374913;-0.595224404;-0.616228694;-1.034104732;-1.129872813;-0.559513036;0.675724221;0.19517404;0.19517404;-0.619435164;-0.323804598;-0.559513036;0.0418117;0.544789316;0.675724221;-0.550214005;0.595224404;-0.033171356;1.236735889;-0.893954636;3.197038742;0.820755743;-0.641511485;-0.232144412;-1.874128356;-0.442597478;-0.620803822;-25.87099929;0.235326612;0.329133875
302;LMUA_9;28.55;0.0482;4.7;48.2;0.64;0.6599;2.0139;0.6723;0.513;0.4967;0.5178;0.02917625;0.043655179;0.044619821;0.073903571;0.142735536;0.167019821;0.198949464;0.193962321;0.170530893;0.106790536;-0.640112588;0.076914972;0.156798214;0.633617011;0.027646702;0.505318629;3.735458118;0.458290275;0.229842885;0.119050128;-0.029270674;0.960823706;0.209273626;0.076914972;0.371687645;9.37564402;1.56591839;0.309191957;0.2978452;0.857156834;0.038482468;0.076914972;0.442483837;0.723292252;0.385323947;0.208969217;0.311328707;0.574217379;4.458768725;44.69489916;3.557293563;1.692014208;1.596872716;0.309191957;0.857156834;0.640112588;1.529319958;0.181278385;0.181278385;0.076914972;-0.076914972;-0.592362115;0.458290275;10.95164643;2.692014208;-0.016322559;-0.585222651;22.5144391;0.522634098;-0.019774107;0.247071479;1.267551302;0.44974455;0.673862103;0.177912986;2.118997882;4.682081245;0.154701629;0.871918886;0.076914972;0.050264085;0.190160716;665.0217512;0.083884211;0.443597647;0.373776013;0.596872716;0.229842885;-0.147854429;-0.633617011;-0.076914972;0.21942848;-0.592362115;-0.585222651;-0.77123875;-0.850914196;-0.442603973;0.764737377;0.19711854;0.19711854;-0.604356174;-0.26356625;-0.442603973;0.076914972;0.648962222;0.764737377;-0.731971642;0.592362115;0.010927702;1.225979126;-0.884552716;3.02557731;0.816808506;-0.633617011;-0.182003524;-1.915358951;-0.419655405;-0.570832688;-19.86318571;0.238916625;0.635202328
162;L_P15S7_2;10.3;0.0071;26.5;60.7;0.65;0.959;2.21;0.5661;0.2974;0.2761;0.2602;0.071009238;0.10285665;0.090194825;0.152477963;0.330973511;0.415508013;0.407404619;0.437524819;0.241899555;0.145449026;-0.59684712;0.254896042;0.190075904;0.637480203;0.060583794;0.638745388;2.510354955;0.45532164;0.24900189;0.238814471;-0.180528057;0.911885997;0.11901429;0.254896042;0.389518945;3.163944063;1.314644112;0.560043846;0.508349218;0.593757517;0.088514777;0.254896042;0.366967563;0.714252205;0.356983877;0.125825311;0.47695966;0.884924925;4.516940081;8.279097611;2.960897219;1.671891794;1.663122547;0.560043846;0.593757517;0.59684712;1.270184384;0.352798357;0.352798357;0.254896042;-0.254896042;-0.403307911;0.45532164;22.44718587;2.671891794;0.103749534;-0.456812098;3.772846137;1.209681727;-0.058106205;0.256654811;1.498908167;0.477932617;0.376433771;0.345624331;1.824451009;4.750990718;0.312327129;1.792145729;0.254896042;0.111361592;0.23501813;665.066924;0.121305891;0.559555463;0.398721398;0.663122547;0.24900189;0.25314893;-0.637480203;-0.254896042;0.252468051;-0.403307911;-0.456812098;-0.937444435;-1.058007596;-0.682167654;0.605852914;0.267772632;0.267772632;-0.501214124;-0.258037952;-0.682167654;0.254896042;0.420249197;0.605852914;-0.400761235;0.403307911;-0.065587819;1.040788114;-0.83596138;2.718681134;0.818740101;-0.637480203;0.023592818;-2.613859137;-0.171532028;-0.343899037;-30.15121252;0.297320551;0.338512118
172;L_P15S7_3;12.5;0.0142;12.7;83.1;0.4;0.959;2.21;0.5661;0.3449;0.3047;0.3005;0.076111519;0.098253645;0.095771898;0.139271898;0.255684418;0.304183695;0.322767056;0.332184196;0.254368614;0.165458542;-0.533259791;0.118513627;0.197917474;0.542351331;0.062274278;0.577718914;2.104634299;0.397142183;0.211777802;0.208176402;-0.065069188;0.909900666;0.114382055;0.118513627;0.363717752;2.997540034;0.911802804;0.427788431;0.384048939;0.788087289;0.0513281;0.118513627;0.457854579;0.732259995;0.249116404;0.141165438;0.370689492;0.71549715;3.370164571;14.47923911;2.285039006;1.317531833;1.537355589;0.427788431;0.788087289;0.533259791;1.258310156;0.246258503;0.246258503;0.118513627;-0.118513627;-0.442725793;0.397142183;16.10438175;2.317531833;0.021047092;-0.452951633;13.3829854;0.824483911;-0.03645626;0.185071892;0.833857682;0.425306732;0.376257788;0.256700575;1.301837782;3.669367733;0.226038145;1.282458523;0.118513627;0.106772955;0.145317504;665.0685508;0.066841733;0.455136827;0.3495324;0.537355589;0.211777802;0.048152713;-0.542351331;-0.118513627;0.304410388;-0.442725793;-0.452951633;-1.049025042;-1.160162632;-0.58532251;0.60730933;0.302121621;0.302121621;-0.466517785;-0.250140651;-0.58532251;0.118513627;0.453911144;0.60730933;-0.625529073;0.442725793;-0.012790828;0.985077124;-0.814068679;2.549227037;0.771175665;-0.542351331;-0.085933799;-1.767045558;-0.254841833;-0.369859669;-26.97874908;0.336187057;0.318675332
192;L_P15S7_4;10.1;0.0044;29.1;104.3;0.79;0.959;2.21;0.5661;0.2926;0.2733;0.2561;0.041456372;0.070183862;0.049132499;0.115890484;0.314729883;0.375086589;0.405330662;0.403729883;0.226971285;0.121952922;-0.704808756;0.282079436;0.193191041;0.78377786;0.036213589;0.587149972;3.16091924;0.555311656;0.300977581;0.19725859;-0.236112073;0.946330831;0.084735872;0.282079436;0.43654083;5.619453571;2.107781671;0.641011785;0.587760224;0.559965743;0.135902365;0.282079436;0.308969949;0.708506434;0.545155675;0.066236041;0.559788232;0.966087751;8.249746577;8.207433427;4.775268711;2.497531874;1.861138566;0.641011785;0.559965743;0.704808756;1.18516157;0.435419376;0.435419376;0.282079436;-0.282079436;-0.527628159;0.555311656;25.59254981;3.497531874;0.2703746;-0.64410123;2.046956988;1.238164271;-0.066040707;0.404537504;3.689984789;0.582218803;0.339221534;0.389507651;3.190589555;8.392013785;0.348080318;2.012419003;0.282079436;0.066265307;0.365568933;665.037086;0.215533372;0.672440426;0.462694493;0.861138566;0.300977581;0.263569908;-0.78377786;-0.282079436;0.173152116;-0.527628159;-0.64410123;-0.932579939;-1.063852894;-0.762025125;0.659645176;0.176561584;0.176561584;-0.648594792;-0.393111825;-0.762025125;0.282079436;0.447516885;0.659645176;-0.391578413;0.527628159;-0.176433167;1.311406019;-0.895800462;2.878118746;0.89188893;-0.78377786;-0.025489197;-3.61851577;-0.269438567;-0.492606927;-33.37627373;0.188701555;0.370322277
237;L_P15S7_5;11.9;0.0048;0.5;52.2;0.76;0.959;2.21;0.5661;0.3328;0.2973;0.2903;0.043940957;0.075709738;0.05766266;0.125627045;0.286278854;0.334266889;0.345944407;0.363340289;0.231097273;0.137535559;-0.640891763;0.19902745;0.200878019;0.714263378;0.040475808;0.590451724;2.704191249;0.46719826;0.253807327;0.186654257;-0.14901073;0.940805463;0.135051322;0.19902745;0.426982718;5.248271017;1.754323227;0.529010454;0.492927266;0.668018526;0.126320432;0.19902745;0.375828564;0.654098019;0.44348958;0.109225707;0.478551615;0.826925224;5.999452807;11.96792771;3.569351505;1.753741498;1.680272902;0.529010454;0.668018526;0.640891763;1.31227592;0.351324198;0.351324198;0.19902745;-0.19902745;-0.5064667;0.46719826;19.32938954;2.753741498;0.201797916;-0.600618691;2.640492313;1.077765111;-0.046343712;0.370803069;2.685918584;0.554727538;0.330961582;0.320766326;2.409361232;6.184181754;0.281322416;1.628710437;0.19902745;0.077734172;0.34711651;665.0395627;0.19688266;0.593333275;0.40485858;0.680272902;0.253807327;0.133973125;-0.714263378;-0.19902745;0.218849436;-0.5064667;-0.600618691;-0.969306886;-1.086259029;-0.666731107;0.652508599;0.207351912;0.207351912;-0.602387655;-0.329813453;-0.666731107;0.19902745;0.477836468;0.652508599;-0.293122315;0.5064667;-0.135313443;1.220730078;-0.884140005;3.035263842;0.857131689;-0.714263378;-0.045251544;-2.750115778;-0.289928179;-0.515739468;-29.54075726;0.231131308;0.322398402
242;L_P15S7_6;11.8;0.006;5.3;52.8;0.42;0.959;2.21;0.5661;0.3308;0.296;0.2885;0.053027769;0.07103478;0.078749082;0.116113912;0.157636004;0.184051475;0.191588481;0.207574402;0.253135838;0.183115192;-0.459036645;-0.138394403;0.225829382;0.417401851;0.047838876;0.49551949;1.822079267;0.245284309;0.160505399;0.138607716;0.151376397;0.932334047;0.195188406;-0.138394403;0.350250033;5.465378521;1.005910976;0.222760685;0.213183146;1.321247689;0.041800027;-0.138394403;0.63087738;0.587645474;0.122460474;0.221517929;0.219720687;0.50901271;2.432897964;56.28371105;1.697108097;0.650004529;1.38238578;0.222760685;1.321247689;0.459036645;1.485053662;0.115165641;0.115165641;-0.138394403;0.138394403;-0.561744487;0.245284309;6.341919866;1.650004529;-0.079729362;-0.525443446;3.501356167;0.462937032;-0.002078631;0.191749236;0.64415247;0.407674005;0.416982664;0.145502315;0.90953636;2.836216108;0.115814195;0.637510729;-0.138394403;0.084249339;0.108657848;665.0383913;0.037585704;0.304165182;0.276612929;0.38238578;0.160505399;-0.371992512;-0.417401851;0.138394403;0.37076749;-0.561744487;-0.525443446;-1.192342321;-1.279868127;-0.482250556;0.630639921;0.278965066;0.278965066;-0.511680366;-0.272734572;-0.482250556;-0.138394403;0.523081404;0.630639921;-0.657752473;0.561744487;0.051502889;0.979146338;-0.84423464;2.824630684;0.708700925;-0.417401851;-0.223912978;-0.89843688;-0.441001078;-0.55088419;-23.69989032;0.3368016;0.358272093
247;L_P15S7_7;10.1;0.0127;8.8;53.8;0.24;0.959;2.21;0.5661;0.2926;0.2733;0.2561;0.048792766;0.078759098;0.094317919;0.138792265;0.19269143;0.217784752;0.237686422;0.251733556;0.302752476;0.205404563;-0.502226491;-0.12039484;0.299484864;0.431827195;0.053828844;0.442262499;1.536922789;0.262681954;0.19157053;0.168989444;0.161789591;0.925851591;0.31811149;-0.12039484;0.354978932;5.491933263;1.196059326;0.249310826;0.258320785;1.273747461;0.047777426;-0.12039484;0.63729101;0.608303407;0.15729103;0.328009296;0.25847552;0.566158749;2.520055838;31.64081294;2.0178916;0.712533634;1.473932573;0.249310826;1.273747461;0.502226491;1.933030796;0.136428289;0.136428289;-0.12039484;0.12039484;-0.587120792;0.262681954;8.30014246;1.712533634;-0.125187383;-0.524930995;2.889004335;0.564494162;-0.00471241;0.190786801;0.654655016;0.395144542;0.319592277;0.182408627;1.124001628;2.901313622;0.14936831;0.809991543;-0.12039484;0.10841177;0.149268742;665.0352868;0.047924579;0.338020318;0.321542913;0.473932573;0.19157053;-0.295336802;-0.431827195;0.12039484;0.331357163;-0.587120792;-0.524930995;-1.398572774;-1.520257666;-0.616318976;0.575486799;0.236015329;0.236015329;-0.54145552;-0.390532568;-0.616318976;-0.12039484;0.43148601;0.575486799;-0.368950016;0.587120792;0.089895357;1.018947986;-0.877194711;3.547186037;0.715913597;-0.431827195;-0.193529669;-1.006166235;-0.445677902;-0.616103238;-29.37447535;0.320252702;0.265260181
292;L_P15S7_8;20.9;0.0299;9.3;52;0.66;0.959;2.21;0.5661;0.4711;0.3957;0.4076;0.034444352;0.066804452;0.047053311;0.110500501;0.263446689;0.30544118;0.318479855;0.325554814;0.215749471;0.126830607;-0.65321997;0.192296414;0.193914079;0.742549703;0.033806952;0.570931186;3.005681398;0.48482256;0.259556438;0.165681586;-0.146365883;0.95047243;0.154715595;0.192296414;0.450461897;5.919329534;1.808006996;0.505462196;0.477047151;0.677435222;0.128476807;0.192296414;0.361773422;0.65291597;0.473292362;0.114107712;0.47039193;0.793478173;6.768489784;14.36468156;3.767344787;1.882157573;1.701083652;0.505462196;0.677435222;0.65321997;1.366067548;0.343586144;0.343586144;0.192296414;-0.192296414;-0.527138388;0.48482256;18.28118141;2.882157573;0.248712912;-0.641911622;2.457587173;0.983472054;-0.044749499;0.402701712;3.214775867;0.580552013;0.361515326;0.303023603;2.68078767;6.93598437;0.263810091;1.533483301;0.192296414;0.068081841;0.408902635;665.0351625;0.242257788;0.599114978;0.412139433;0.701083652;0.259556438;0.090882087;-0.742549703;-0.192296414;0.209760369;-0.527138388;-0.641911622;-0.913035629;-1.02418421;-0.63159616;0.686199075;0.18952311;0.18952311;-0.633533312;-0.326615874;-0.63159616;0.192296414;0.519097788;0.686199075;-0.120855366;0.527138388;-0.173472061;1.269688091;-0.900951432;3.305556857;0.871274852;-0.742549703;-0.068807271;-2.862446195;-0.309996316;-0.572849349;-27.72216795;0.213125258;0.368219668
302;L_P15S7_9;22.8;0.0276;8;36.5;0.67;0.959;2.21;0.5661;0.4924;0.4145;0.4257;0.031743851;0.05680089;0.041656093;0.09495448;0.224580857;0.257964051;0.285491041;0.280022204;0.16932877;0.093252977;-0.668114348;0.255402838;0.147497162;0.745337256;0.029655996;0.572725521;4.408385599;0.500824824;0.28972232;0.148181833;-0.201147395;0.956544129;0.13504428;0.255402838;0.436255962;7.073995819;1.82483662;0.469871638;0.440948752;0.59311413;0.104098808;0.255402838;0.368091908;0.671943903;0.487133791;0.104389415;0.442185442;0.73976112;6.8535241;18.43310469;4.026171927;2.006609499;1.815800152;0.469871638;0.59311413;0.668114348;1.312257094;0.310533404;0.310533404;0.255402838;-0.255402838;-0.497625475;0.500824824;16.76675459;3.006609499;0.227013726;-0.605127185;2.481747332;0.840736681;-0.038163996;0.390148324;3.026166341;0.569248971;0.662539974;0.267748242;2.753804955;7.014579232;0.237994797;1.377598571;0.255402838;0.058114076;0.371334715;665.0291724;0.214981099;0.580622401;0.449278601;0.815800152;0.28972232;0.083683182;-0.745337256;-0.255402838;0.198958574;-0.497625475;-0.605127185;-0.682835225;-0.777929967;-0.531796884;0.769107771;0.194680924;0.194680924;-0.61608168;-0.265038592;-0.531796884;0.255402838;0.616832899;0.769107771;-0.192507264;0.497625475;-0.153821459;1.242962731;-0.890503829;3.101608065;0.872668628;-0.745337256;0.009040569;-3.091513319;-0.242926673;-0.492085498;-22.66680835;0.216474704;0.67864503
172;L_S8P16_3;13;0.018;22;85.9;0.63;0.959;2.21;0.5661;0.3545;0.3108;0.3087;0.075521476;0.096739557;0.079310946;0.134044752;0.283646415;0.334573294;0.35351098;0.359175546;0.258381815;0.161559162;-0.570285658;0.155467046;0.186649809;0.633516969;0.056488964;0.575337563;2.17562109;0.450135673;0.230562528;0.208970015;-0.119129635;0.916095886;0.024474655;0.155467046;0.384540271;2.876838044;0.962513181;0.542770202;0.459289512;0.730901809;0.079896493;0.155467046;0.400643909;0.710534516;0.335108356;0.028270186;0.440920223;0.801142524;4.457278595;11.55044746;2.654254708;1.637260871;1.599301533;0.542770202;0.730901809;0.570285658;1.050177383;0.320996643;0.320996643;0.155467046;-0.155467046;-0.455174685;0.450135673;19.37890856;2.637260871;0.173368942;-0.53027749;1.826142172;0.979261639;-0.047433928;0.256537825;1.460326642;0.488473658;0.300818258;0.307740293;1.591770531;4.699059348;0.267479198;1.549152738;0.155467046;0.089100255;0.203663255;665.0697254;0.110954385;0.536538927;0.374727042;0.599301533;0.230562528;0.118055805;-0.633516969;-0.155467046;0.273653612;-0.455174685;-0.53027749;-1.058206157;-1.179234474;-0.640858616;0.60012493;0.281521589;0.281521589;-0.50913931;-0.290659084;-0.640858616;0.155467046;0.428908956;0.60012493;-0.694597067;0.455174685;-0.098997792;1.088691654;-0.822087541;2.331131654;0.816758485;-0.633516969;-0.093078637;-2.196874642;-0.250948226;-0.362904736;-29.34285376;0.287714619;0.261588058
192;L_S8P16_4;11.6;0.0123;31.2;99.1;0.71;0.959;2.21;0.5661;0.3266;0.2934;0.2849;0.040646969;0.066229719;0.044973502;0.110082646;0.302009629;0.367985071;0.392163907;0.400684655;0.237972878;0.125317804;-0.711035601;0.244694537;0.201652442;0.794236316;0.033947563;0.561089595;3.052514966;0.561639017;0.31009624;0.187630077;-0.20937894;0.949317107;0.050531522;0.244694537;0.436151705;6.014877801;2.213385235;0.639556658;0.579803272;0.606819939;0.137901151;0.244694537;0.299149762;0.707143461;0.558162562;0.039302587;0.555719581;0.947435792;8.719888169;8.821393333;4.921267832;2.562449852;1.898955064;0.639556658;0.606819939;0.711035601;1.106441706;0.430946094;0.430946094;0.244694537;-0.244694537;-0.564568351;0.561639017;24.94878421;3.562449852;0.30126625;-0.682105833;1.805312979;1.240194746;-0.063408919;0.419906886;3.971798542;0.593525765;0.301893656;0.383339495;3.24851387;8.855824756;0.338993563;1.961527713;0.244694537;0.058223383;0.360142507;665.0344742;0.214778921;0.674452587;0.473394595;0.898955064;0.31009624;0.225976288;-0.794236316;-0.244694537;0.168882751;-0.564568351;-0.682105833;-0.988818731;-1.129637574;-0.770313362;0.658140523;0.169608712;0.169608712;-0.665271927;-0.440389652;-0.770313362;0.244694537;0.437289302;0.658140523;-0.516989755;0.564568351;-0.191147498;1.358804667;-0.897884965;2.735830582;0.897118158;-0.794236316;-0.064720172;-3.533117163;-0.308477413;-0.510173534;-33.87721458;0.176474734;0.338877822
237;L_S8P16_5;12.3;0.0163;0.6;76;0.55;0.959;2.21;0.5661;0.341;0.3022;0.2971;0.054286941;0.08413443;0.072772567;0.136428265;0.280352303;0.334604157;0.343624454;0.374264531;0.298116418;0.181989782;-0.606626849;0.070913414;0.262315102;0.650465479;0.048653747;0.52639181;1.838401889;0.431611324;0.241876978;0.199728802;-0.0351488;0.929520838;0.145487933;0.070913414;0.398375213;4.555881031;1.52441673;0.493136608;0.458942317;0.867564618;0.099729408;0.070913414;0.407730334;0.663542245;0.373038412;0.135497034;0.443342593;0.794151362;4.721895491;12.31767314;3.084231077;1.518718943;1.638094268;0.493136608;0.867564618;0.606626849;1.340516977;0.314056044;0.314056044;0.070913414;-0.070913414;-0.559794671;0.431611324;18.12471874;2.518718943;0.110717768;-0.607577633;3.940483268;1.059629151;-0.04013417;0.30428033;1.79750193;0.503826671;0.203486448;0.313059149;1.956720155;4.945036713;0.266470516;1.530236654;0.070913414;0.087380713;0.266873367;665.0462665;0.139537399;0.545089892;0.389534522;0.638094268;0.241876978;0.044655926;-0.650465479;-0.070913414;0.244844129;-0.559794671;-0.607577633;-1.297147671;-1.442305966;-0.743485738;0.565846115;0.215696674;0.215696674;-0.591866036;-0.441362167;-0.743485738;0.070913414;0.375340119;0.565846115;-0.526359145;0.559794671;-0.072411452;1.21026015;-0.876342019;2.890326709;0.825232739;-0.650465479;-0.143087107;-2.114996566;-0.367705557;-0.540479987;-34.06451988;0.244502109;0.168724712
